Record ID,Shipment ID,Shipdate,Vendor ID,O_COUNTRY,ORIG,ORIG_ZIP,D_COUNTRY,DEST,DEST_ZIP,Equipment Type,Cost,Weight,Mileage
6782,2007,2/25/2020,17,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,65,0,17
6783,A4113,1/9/2020,20,MX,TM NUEVO LAREDO,88060,MX,NL APODACA,66600,DV,345,4161,131
6784,75944,9/7/2020,10,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88284,FB,430,44100,131
6785,75945,9/3/2020,10,MX,APODACA,66600,MX,NUEVO LAREDO,88284,FB,0,0,0
6786,75946,8/27/2020,10,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88284,FB,420,1,131
6787,75948,9/3/2020,10,MX,APODACA,66600,MX,NUEVO LAREDO,88284,FB,0,0,0
6788,141185,12/31/2019,22,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88060,FB,482,1,131
6789,140938,12/3/2019,22,MX,NL APODACA,66600,MX,NL APODACA,66600,FB,93,49,1512
6790,140939,12/31/2019,22,MX,APODACA,66600,MX,NUEVO LAREDO,88290,FB,0,0,0
6791,P3515,1/8/2020,34,US,TX LAREDO,78045,MX,NUEVO LAREDO,88290,DV,3,0,0
6792,4420,2/28/2020,21,MX,NL SAN PEDRO,66278,MX,TM NUEVO LAREDO,88220,DV,293,1,64
6793,4319,2/7/2020,21,MX,NL APODACA,66600,MX,NL APODACA,66646,DV,69,1,221
6794,134358,10/11/2019,22,MX,NUEVO LAREDO,88060,MX,APODACA,66600,DV,39,0,0
6795,144104,6/1/2020,22,MX,NUEVO LAREDO,88290,MX,APODACA,66600,DV,0,0,0
6796,P3569,1/15/2020,34,US,TX LAREDO,78045,MX,NUEVO LAREDO,88290,DV,5,0,0
6797,RCMX11911,12/20/2019,49,MX,NL SAN PEDRO,66278,MX,EM NAUCALPAN,53216,DV,1585,1,641
6798,3152,6/26/2020,17,MX,NL APODACA,66600,MX,CI CIUDAD JUAREZ,32470,DV,1710,0,731
6799,P3515,1/8/2020,34,US,TX LAREDO,78045,MX,NUEVO LAREDO,88290,DV,5,0,0
6800,F12035,1/9/2020,27,MX,NL APODACA,66600,MX,NL APODACA,66600,DV,139,1,944
6801,F12038,1/13/2020,27,MX,NL APODACA,66600,MX,NL APODACA,66600,DV,138,1,944
6802,P3511,1/8/2020,34,US,TX LAREDO,78045,MX,NUEVO LAREDO,88290,DV,8,0,0
6803,4421,2/16/2020,21,MX,NL SAN PEDRO,66278,MX,AG BROWNSVILLE,20900,DV,1181,1,442
6804,140932,12/18/2019,22,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88290,FB,482,49,131
6805,4198860,10/2/2019,5,US,TX LAREDO,78040,US,NM LAS CRUCES,88001,FB,6112,19828,750
6806,4207830,10/25/2019,5,US,TX LAREDO,78040,US,MN MINNEAPOLIS,55428,FB,2919,4279,1367
6807,15955,5/5/2020,60,US,TX LAREDO,78040,US,MI BIG BAY,49808,FB,5863,24645,1755
6808,318208,5/21/2020,50,US,TX LAREDO,78040,US,TX HOUSTON,77047,FB,1748,28766,361
6809,75943,9/7/2020,10,MX,APODACA,66600,MX,NUEVO LAREDO,88284,FB,0,0,0
6810,75946,8/27/2020,10,MX,APODACA,66600,MX,NUEVO LAREDO,88284,FB,0,0,0
6811,16966MTY,10/11/2019,24,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88060,FB,485,0,131
6812,16968MTY,10/11/2019,24,MX,TM NUEVO LAREDO,88060,MX,NL APODACA,66600,FB,485,13230,131
6813,17011MTY,10/30/2019,24,MX,NL APODACA,66600,US,TX LAREDO,78045,FB,485,1,144
6814,1890,2/14/2020,17,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,65,1,17
6815,433054923,2/26/2020,53,US,IL BLUFFS,62621,US,TX LAREDO,78045,DV,1723,1220,1117
6816,2394,4/6/2020,17,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,50,1,17
6817,23136,9/7/2020,3,US,IL SPRINGFIELD,62704,US,OH CLEVELAND,44128,FB,0,14770,536
6818,433056220,2/28/2020,53,US,IN GREENFIELD,46140,US,TX LAREDO,78045,DV,1979,137,1346
6819,2402,4/8/2020,17,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,50,1,17
6820,147919,9/25/2020,25,US,TX LAREDO,78045,US,MD BALTIMORE,21237,FB,3976,2490,1800
6821,147937,9/11/2020,22,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88299,FB,444,49,131
6822,147292,8/31/2020,22,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88299,FB,434,49,131
6823,135971,10/18/2019,25,US,TX LAREDO,78040,US,MN ST LOUIS PARK,55426,FB,3189,30272,1361
6824,135972,10/18/2019,25,US,TX LAREDO,78040,US,MN ST LOUIS PARK,55426,FB,3189,30272,1361
6825,200169847,1/8/2020,53,US,IN GREENFIELD,46140,US,TX LAREDO,78045,DV,1820,873,1346
6826,200174426,1/16/2020,53,US,KY HOPKINSVILLE,42240,US,TX LAREDO,78045,DV,1523,419,1112
6827,200177435,1/23/2020,53,US,IL GLENDALE HEIGHTS,60137,US,TX LAREDO,78045,DV,1822,284,1340
6828,2358,4/2/2020,17,MX,NL SANTA CATARINA,66350,MX,NL APODACA,66600,DV,50,700,22
6829,200171175,1/10/2020,53,US,IL GLENDALE HEIGHTS,60139,US,TX LAREDO,78045,DV,3113,1290,1347
6830,1877593,2/8/2020,15,US,TX SAN ANTONIO,78220,US,CA ONTARIO,91761,SD,2800,21726,1327
6831,4711313,1/30/2020,80,US,TX SAN ANTONIO,78220,US,WI FITCHBURG,53711,SD,2641,20284,1266
6832,3966,5/29/2020,65,US,TX SAN ANTONIO,78220,US,NY DEER PARK,11729,FB,3670,28348,1868
6833,1512922,12/21/2019,74,US,TX SAN ANTONIO,78220,US,CA LONG BEACH,90810,FB,3940,27600,1366
6834,1888824,2/21/2020,15,US,TX SAN ANTONIO,78220,US,AR PINE BLUFF,71601,DV,1255,23995,597
6835,1892034,2/24/2020,15,US,TX SAN ANTONIO,78220,US,CA RANCHO DOMINGUEZ,90221,DV,2008,560,1363
6836,BR187321,3/10/2020,18,US,TX SAN ANTONIO,78220,US,WI FITCHBURG,53711,FB,2383,40924,1266
6837,84723794,4/17/2020,31,US,TX SAN ANTONIO,78220,US,TN NASHVILLE,37210,FB,1556,12652,936
6838,1510495,12/17/2019,74,US,TX SAN ANTONIO,78220,US,IN MOUNT VERNON,47620,SD,3280,34674,986
6839,7052534,2/24/2020,32,US,TX SAN ANTONIO,78220,US,CA RANCHO DOMINGUEZ,90221,DD,8934,47960,1363
6840,1877594,2/8/2020,15,US,TX SAN ANTONIO,78220,US,CA ONTARIO,91761,FB,2943,25468,1327
6841,143671,5/19/2020,73,US,TX SAN ANTONIO,78220,US,TX SCHERTZ,78154,FB,314,8414,15
6842,143677,5/14/2020,73,US,TX HOUSTON,77092,US,TX HOUSTON,77092,FB,788,358,519
6843,200181623,1/31/2020,53,US,TX LAREDO,78041,US,TX LAREDO,78045,DV,442,34,8
6844,3249064,6/9/2020,13,US,TX LAREDO,78040,US,WI LANCASTER,53813,FB,2542,14272,1346
6845,1576242,10/29/2019,55,US,TX LAREDO,78040,CA,MB WINNIPEG,R2P0G2,FB,6377,5084,1722
6846,140937,12/4/2019,22,MX,NL APODACA,66600,MX,NL APODACA,66600,FB,93,49,1512
6847,140930,12/23/2019,22,MX,TM NUEVO LAREDO,88290,MX,NL APODACA,66600,DV,363,49,131
6848,75949,9/7/2020,10,MX,APODACA,66600,MX,NUEVO LAREDO,88284,FB,0,0,0
6849,2363,4/2/2020,17,MX,NL MONTERREY,64500,MX,NL APODACA,66600,DV,50,1,18
6850,6510681,7/23/2020,44,US,TX LAREDO,78040,US,LA BATON ROUGE,70809,FB,1260,2034,628
6851,23019,8/11/2020,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,858,12870,164
6852,23048,8/11/2020,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
6853,23072,8/24/2020,3,US,TX LAREDO,78040,US,OH COLUMBUS,43207,FB,4207,24793,1472
6854,23084,8/25/2020,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
6855,17792MTY,5/7/2020,24,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88000,FB,420,1,131
6856,17843MTY,5/14/2020,24,MX,APODACA,66600,MX,NUEVO LAREDO,88000,FB,0,0,0
6857,17843MTY,5/14/2020,24,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88000,FB,420,1,131
6858,1864387,6/17/2020,51,US,TX LAREDO,78040,US,FL TAMPA,33619,FB,3454,25485,1338
6859,6394301,4/3/2020,44,US,TX LAREDO,78040,US,MO MONETT,65708,FB,1757,15521,805
6860,2678,5/20/2020,17,MX,NL SANTA CATARINA,66100,MX,NL APODACA,66600,DV,51,1,22
6861,2365,4/3/2020,17,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,50,1,17
6862,143664,5/25/2020,22,MX,NL APODACA,66600,MX,NL APODACA,66600,FB,74,1,80
6863,143665,5/25/2020,22,MX,NL APODACA,66600,MX,NL APODACA,66600,FB,74,1,80
6864,143730,5/14/2020,22,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88290,FB,396,1,131
6865,143736,5/30/2020,22,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88290,FB,396,1,131
6866,143760,5/8/2020,22,MX,NL APODACA,66600,MX,CU RAMOS ARIZPE,25900,DV,348,1,59
6867,2375,4/3/2020,17,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,50,1,17
6868,1815707,2/10/2020,51,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,994,17022,164
6869,143737,5/21/2020,22,MX,APODACA,66600,MX,NUEVO LAREDO,88290,FB,0,0,0
6870,143752,5/8/2020,22,MX,NL APODACA,66600,MX,CU RAMOS ARIZPE,25900,DV,348,1,59
6871,143765,5/8/2020,22,MX,NL APODACA,66600,MX,CU RAMOS ARIZPE,25900,DV,231,1,59
6872,143876,5/17/2020,22,MX,NL APODACA,66600,MX,PU PUEBLA,75120,DV,1483,1,686
6873,2380,4/6/2020,17,MX,NL GUADALUPE,67170,MX,NL APODACA,66600,DV,50,1,202
6874,318276,5/21/2020,50,US,TX LAREDO,78040,US,TX HOUSTON,77029,FB,1753,30194,361
6875,143729,5/19/2020,22,MX,APODACA,66600,MX,NUEVO LAREDO,88290,FB,0,0,0
6876,143737,5/21/2020,22,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88290,FB,396,1,131
6877,143740,5/8/2020,22,MX,APODACA,66600,MX,APODACA,66600,FB,0,0,0
6878,143741,5/8/2020,22,MX,NL APODACA,66600,MX,NL APODACA,66600,FB,74,1,2300
6879,143743,5/8/2020,22,MX,NL APODACA,66600,MX,NL APODACA,66600,FB,74,1,1595
6880,143758,5/8/2020,22,MX,NL APODACA,66600,MX,CU RAMOS ARIZPE,25900,DV,348,1,59
6881,200283054,2/4/2020,53,US,TX LAREDO,78041,US,TX LAREDO,78045,DV,442,100,8
6882,1862961,6/15/2020,51,US,TX LAREDO,78040,US,UT SALT LAKE CITY,84104,FB,4021,7672,1595
6883,6392640,4/8/2020,44,US,TX LAREDO,78040,US,FL POMPANO BEACH,33069,FB,3164,20534,1506
6884,6392641,4/2/2020,44,US,TX LAREDO,78040,US,MO KANSAS CITY,64120,FB,2034,15787,931
6885,6394303,4/6/2020,44,US,TX LAREDO,78040,US,FL MIAMI,33167,FB,3141,5221,1535
6886,147300,8/31/2020,22,MX,APODACA,66600,MX,NUEVO LAREDO,88299,FB,0,0,0
6887,147301,9/1/2020,22,MX,APODACA,66600,MX,NUEVO LAREDO,88299,FB,0,0,0
6888,147304,9/1/2020,22,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88060,FB,445,49,131
6889,147304,9/1/2020,22,MX,APODACA,66600,MX,NUEVO LAREDO,88060,FB,0,0,0
6890,142646,12/4/2019,22,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88299,FB,482,1,131
6891,142646,12/4/2019,22,MX,APODACA,66600,MX,NUEVO LAREDO,88299,FB,0,0,0
6892,142647,12/3/2019,22,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88299,FB,482,1,131
6893,142649,12/3/2019,22,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88299,FB,482,1,131
6894,142650,12/5/2019,22,MX,TM NUEVO LAREDO,88060,MX,NL APODACA,66600,DV,363,1,131
6895,140931,12/18/2019,22,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88290,FB,482,49,131
6896,2003,2/24/2020,17,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,56,0,17
6897,A4113,1/9/2020,20,MX,NUEVO LAREDO,88060,MX,APODACA,66600,DV,0,0,0
6898,17793MTY,5/7/2020,24,MX,APODACA,66600,MX,NUEVO LAREDO,88000,FB,0,0,0
6899,17848MTY,5/14/2020,24,MX,APODACA,66600,MX,NUEVO LAREDO,88000,FB,0,0,0
6900,1864386,6/17/2020,51,US,TX LAREDO,78040,US,AZ PHOENIX,85041,FB,3124,29652,1133
6901,1862544,6/12/2020,51,US,TX LAREDO,78040,US,FL GIBSONTON,33534,FB,3459,18148,1342
6902,1874125,7/15/2020,51,US,TX LAREDO,78040,US,LA SAINT GABRIEL,70776,FB,1559,16056,634
6903,6406428,4/24/2020,44,US,TX LAREDO,78040,US,WI MADISON,53704,FB,2916,35133,1423
6904,A4137,1/13/2020,20,MX,TM NUEVO LAREDO,88060,MX,NL APODACA,66600,DV,345,390,131
6905,6400648,4/13/2020,44,US,TX LAREDO,78040,US,VA WOODBRIDGE,22191,FB,3600,21779,1751
6906,6403349,4/20/2020,44,US,TX LAREDO,78040,US,MA HOLBROOK,2343,FB,4625,6766,2201
6907,A4116,1/9/2020,20,MX,TM NUEVO LAREDO,88060,MX,NL APODACA,66600,DV,345,5550,131
6908,16959MTY,10/15/2019,24,MX,NL APODACA,66600,US,TX LAREDO,78045,FB,485,1,144
6909,16965MTY,10/10/2019,24,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88060,FB,485,44100,131
6910,P3515,1/8/2020,34,US,TX LAREDO,78045,MX,NUEVO LAREDO,88290,DV,8,0,0
6911,F12072,1/20/2020,27,MX,NL APODACA,66600,MX,NL APODACA,66600,DV,138,1,1051
6912,P3515,1/8/2020,34,US,TX LAREDO,78045,MX,NUEVO LAREDO,88290,DV,5,0,0
6913,P3515,1/8/2020,34,US,TX LAREDO,78045,MX,NUEVO LAREDO,88290,DV,5,0,0
6914,F12068,1/15/2020,27,MX,NL APODACA,66600,MX,NL APODACA,66600,DV,138,1,1051
6915,F12069,1/16/2020,27,MX,NL SAN PEDRO,66278,MX,NL GUADALUPE,67130,DV,146,1,269
6916,F12073,1/21/2020,27,MX,NL SAN PEDRO,66278,MX,NL EL CARMEN,66550,DV,293,1,299
6917,F12076,1/23/2020,27,MX,NL SAN PEDRO,66278,MX,CI CHIHUAHUA,31100,DV,2217,1,570
6918,P3517,1/8/2020,34,US,TX LAREDO,78045,MX,NUEVO LAREDO,88290,DV,4,0,0
6919,P3517,1/8/2020,34,US,TX LAREDO,78045,MX,NUEVO LAREDO,88290,DV,2,0,0
6920,142852,12/23/2019,22,MX,TM NUEVO LAREDO,88060,MX,NL APODACA,66600,DV,360,1,131
6921,142858,12/6/2019,22,MX,TM NUEVO LAREDO,88060,MX,NL APODACA,66600,DV,360,1,131
6922,142859,12/6/2019,22,MX,TM NUEVO LAREDO,88060,MX,NL APODACA,66600,DV,360,1,131
6923,P3569,1/15/2020,34,US,TX LAREDO,78045,MX,NUEVO LAREDO,88290,DV,5,0,0
6924,P3569,1/15/2020,34,US,TX LAREDO,78045,MX,NUEVO LAREDO,88290,DV,7,0,0
6925,F12082,1/30/2020,27,MX,NL SAN PEDRO,66278,MX,NL MONTERREY,64250,DV,294,1,85
6926,F12084,1/30/2020,27,MX,NL SAN PEDRO,66278,MX,NL APODACA,66615,DV,284,1,82
6927,P3517,1/8/2020,34,US,TX LAREDO,78045,MX,NUEVO LAREDO,88290,DV,2,0,0
6928,P3518,1/8/2020,34,US,TX LAREDO,78045,MX,TM NUEVO LAREDO,88290,DV,79,0,14
6929,75942,8/31/2020,10,MX,NL APODACA,66600,MX,NL GARCIA,66000,FB,216,44100,35
6930,4417,2/19/2020,21,MX,NL SAN PEDRO,66278,MX,DF SANTA FE,1210,DV,739,1,653
6931,143879,5/28/2020,22,MX,TM NUEVO LAREDO,88290,MX,NL APODACA,66600,FB,297,49,131
6932,4320,2/7/2020,21,MX,NL APODACA,66600,MX,NL GUADALUPE,67114,DV,58,1,202
6933,143877,5/30/2020,22,MX,TM NUEVO LAREDO,88290,MX,NL APODACA,66600,FB,391,49,131
6934,2407,4/6/2020,17,MX,NL APODACA,66600,MX,DF SANTA CRUZ ACAYUC,2770,DV,1238,1,585
6935,P3514,1/8/2020,34,US,TX LAREDO,78045,MX,TM NUEVO LAREDO,88290,DV,272,0,14
6936,16972MTY,10/16/2019,24,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88060,FB,485,44100,131
6937,17007MTY,10/28/2019,24,MX,NL APODACA,66600,US,TX LAREDO,78045,FB,485,1,144
6938,17009MTY,10/30/2019,24,MX,NL APODACA,66600,US,TX LAREDO,78045,FB,485,1,144
6939,17012MTY,10/30/2019,24,MX,NL APODACA,66600,US,TX LAREDO,78045,FB,485,1,144
6940,23135,9/7/2020,3,US,TX LAREDO,78040,US,IL BARLTETT,60103,FB,3869,23126,1353
6941,433056182,2/28/2020,53,US,IL GLENDALE HEIGHTS,60139,US,TX LAREDO,78045,DV,3102,1102,1347
6942,23137,9/8/2020,3,US,TX LAREDO,78040,US,PA YORK,17406,FB,5421,11223,1841
6943,142651,12/4/2019,22,MX,APODACA,66600,MX,NUEVO LAREDO,88299,FB,0,0,0
6944,147329,8/25/2020,22,MX,NL APODACA,66600,MX,NL APODACA,66600,FB,79,49,26
6945,147334,8/27/2020,22,MX,NL APODACA,66600,MX,NL APODACA,66600,FB,79,49,26
6946,191150706,11/27/2019,53,US,TX LAREDO,78045,US,TX LAREDO,78045,DV,441,300,197
6947,191152292,11/27/2019,53,US,NJ EDISON,8818,US,TX LAREDO,78045,DV,2726,669,1955
6948,6406441,4/24/2020,44,US,TX LAREDO,78040,US,WI MADISON,53704,FB,2912,35133,1423
6949,143759,5/30/2020,25,US,TX LAREDO,78045,US,TX LAREDO,78045,FB,147,0,159
6950,IMP5669,1/24/2020,1,MX,CU TORREON,27019,MX,NL SAN PEDRO,66269,FB,577,1,293
6951,IMP5670,1/28/2020,1,MX,TM NUEVO LAREDO,88060,MX,DG DURANGO,34000,FB,888,40204,495
6952,IMP5674,1/28/2020,1,MX,TM NUEVO LAREDO,88060,MX,DG DURANGO,34000,FB,1334,30641,495
6953,IMP5676,1/29/2020,1,MX,SI MAZATLAN,82000,MX,DG DURANGO,34000,FB,1996,1,154
6954,OUT19665,1/11/2020,2,MX,DG DURANGO,34000,US,TX LAREDO,78045,FB,98,0,508
6955,IN19606,1/3/2020,2,US,IL WHEELING,60090,US,TX LAREDO,78045,FB,3564,9202,1365
6956,IN19614,1/6/2020,2,US,TX LAREDO,78045,MX,DG DURANGO,34000,FB,88,0,508
6957,IN19654,1/10/2020,2,US,TX LAREDO,78045,MX,DG DURANGO,34000,FB,88,0,508
6958,IN19625,1/7/2020,2,US,TX LAREDO,78045,MX,DG DURANGO,34000,FB,88,0,508
6959,IN19659,1/9/2020,2,US,TX LAREDO,78045,MX,DG DURANGO,34000,FB,88,0,508
6960,A4107,1/7/2020,20,MX,NUEVO LAREDO,88060,MX,DURANGO,34000,DV,0,0,0
6961,IN19651,1/10/2020,2,US,TX LAREDO,78045,MX,DG DURANGO,34000,FB,103,0,508
6962,IN19667,1/12/2020,2,US,TX LAREDO,78045,MX,DG DURANGO,34000,FB,88,0,508
6963,IN19615,1/6/2020,2,US,TX LAREDO,78045,MX,DG DURANGO,34000,FB,88,0,508
6964,3264A,2/28/2020,12,MX,TM NUEVO LAREDO,88060,MX,NL CIENEGA DE FLORES,65550,DV,296,8159,123
6965,12358,7/22/2020,7,US,TX SAN ANTONIO,78220,US,ME PORTLAND,4103,SD,4868,5590,2129
6966,22150,2/4/2020,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,DV,870,10230,164
6967,23129,9/4/2020,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,83,0,14
6968,23190,9/21/2020,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,DV,857,32406,164
6969,3246A,2/17/2020,12,MX,TM NUEVO LAREDO,88060,MX,NL CIENEGA DE FLORES,65550,DV,295,21508,123
6970,3260A,2/27/2020,12,MX,TM NUEVO LAREDO,88060,MX,NL CIENEGA DE FLORES,65550,DV,296,24292,123
6971,3312A,4/1/2020,12,MX,NUEVO LAREDO,88060,MX,CIENEGA DE FLORES,65550,DV,0,0,0
6972,143706,5/20/2020,73,US,TX SAN ANTONIO,78220,US,TX LAREDO,78045,FB,858,9832,159
6973,22141,2/4/2020,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,DV,871,10530,164
6974,3251A,2/19/2020,12,MX,TM NUEVO LAREDO,88060,MX,NL CIENEGA DE FLORES,65550,DV,296,8811,123
6975,22143,2/4/2020,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,DV,870,22467,164
6976,78594,10/30/2019,19,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,DV,1421,2093,164
6977,1516142,12/30/2019,74,US,TX SAN ANTONIO,78220,US,IA EDDYVILLE,52553,DD,4256,0,0
6978,869595,11/20/2019,32,US,TX SAN ANTONIO,78220,US,CA RANCHO DOMINGUEZ,90221,DD,5155,52612,1363
6979,871076,11/22/2019,32,US,TX SAN ANTONIO,78220,US,CA RANCHO DOMINGUEZ,90221,DD,5155,52612,1363
6980,211495,1/2/2020,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,703,28394,204
6981,211496,1/13/2020,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,703,44178,204
6982,89801,5/28/2020,52,US,TX SAN ANTONIO,78220,US,CA RANCHO DOMINGUEZ,90221,DD,490,250,1363
6983,6166780,6/8/2020,48,US,TX SAN ANTONIO,78220,US,AR JONESBORO,72401,FB,1441,6810,716
6984,1787315,10/31/2019,15,US,TX SAN ANTONIO,78220,US,FL SANFORD,32773,FB,2804,23104,1153
6985,3653,2/10/2020,65,US,TX SAN ANTONIO,78220,US,NM KIRTLAND AFB,87117,FB,1690,4174,828
6986,1508780,12/13/2019,74,US,TX SAN ANTONIO,78220,US,NE GRAND ISLAND,68803,FB,2271,1,898
6987,86139,2/4/2020,52,US,TX SAN ANTONIO,78220,US,CA RANCHO DOMINGUEZ,90221,DD,4418,50880,1363
6988,1875590,2/6/2020,15,US,TX SAN ANTONIO,78220,US,CA ONTARIO,91761,FB,2943,20951,1327
6989,86186,2/4/2020,52,US,TX SAN ANTONIO,78220,US,CA RANCHO DOMINGUEZ,90221,DD,3987,50880,1363
6990,F12080,1/29/2020,27,MX,NL APODACA,66600,MX,NL APODACA,66600,DV,138,1,1051
6991,P3517,1/8/2020,34,US,TX LAREDO,78045,MX,NUEVO LAREDO,88290,DV,9,0,0
6992,P3517,1/8/2020,34,US,TX LAREDO,78045,MX,NUEVO LAREDO,88290,DV,11,0,0
6993,P3517,1/8/2020,34,US,TX LAREDO,78045,MX,NUEVO LAREDO,88290,DV,4,0,0
6994,E1968,3/26/2020,26,MX,NL SAN PEDRO,66278,MX,NL MONTERREY,64260,DV,48,1,85
6995,E1987,3/26/2020,26,MX,NL SAN PEDRO,66278,MX,NL APODACA,66632,DV,73,1,82
6996,1529,12/10/2019,17,MX,NL SAN PEDRO,66278,MX,TM MATAMOROS,87350,DV,736,1,200
6997,P3537,1/15/2020,34,US,TX LAREDO,78045,MX,TM NUEVO LAREDO,88290,DV,272,0,14
6998,75938,8/28/2020,10,MX,NL APODACA,66600,MX,NL MONTERREY,64620,FB,210,44100,18
6999,75941,8/27/2020,10,MX,NL APODACA,66600,MX,NL GUADALUPE,67115,DV,208,44100,202
7000,P3512,1/8/2020,34,US,TX LAREDO,78045,MX,TM NUEVO LAREDO,88290,DV,182,0,14
7001,P3512,1/8/2020,34,US,TX LAREDO,78045,MX,NUEVO LAREDO,88290,DV,91,0,0
7002,P3521,1/8/2020,34,US,TX LAREDO,78045,MX,TM NUEVO LAREDO,88290,DV,79,0,14
7003,1888440,2/21/2020,15,US,TX SAN ANTONIO,78220,US,CA LONG BEACH,90810,FB,2979,30144,1366
7004,1523342,1/24/2020,74,US,TX SAN ANTONIO,78220,US,MI DEXTER,48130,FB,3544,23829,1436
7005,143278,10/25/2019,73,US,TX HOUSTON,77092,US,TX HOUSTON,77092,FB,0,910,0
7006,143279,10/30/2019,73,US,TX SAN ANTONIO,78220,US,TX IRVING,75061,SD,1106,23147,281
7007,1800579,11/14/2019,15,US,TX SAN ANTONIO,78220,US,IL GREAT LAKES,60088,FB,2569,9582,1207
7008,1517748,12/30/2019,74,US,TX SAN ANTONIO,78220,US,IL ARLINGTON HEIGHTS,60005,FB,2980,20000,1206
7009,86718,2/19/2020,52,US,TX SAN ANTONIO,78220,US,AZ TEMPE,85283,SD,2275,29638,982
7010,1514096,12/26/2019,74,US,TX SAN ANTONIO,78220,US,CA SACRAMENTO,95814,FB,4053,35250,1746
7011,1888829,2/21/2020,15,US,TX SAN ANTONIO,78220,US,AR PINE BLUFF,71601,DV,1255,23995,597
7012,211950,1/10/2020,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,0,19472,0
7013,211950,1/10/2020,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,0,3767,0
7014,86745,2/20/2020,52,US,TX SAN ANTONIO,78220,US,CA COMMERCE,90040,DD,4937,44200,1359
7015,1803621,11/15/2019,15,US,TX SAN ANTONIO,78220,US,MI ANN ARBOR,48109,DV,3051,140,1448
7016,143707,5/20/2020,73,US,TX SAN ANTONIO,78220,US,TX LAREDO,78045,FB,848,19664,159
7017,6018053,10/11/2019,48,US,TX SAN ANTONIO,78220,US,MI BAY CITY,48706,FB,3390,2035,1518
7018,3416A,7/9/2020,12,MX,TM NUEVO LAREDO,88060,MX,NL CIENEGA DE FLORES,65550,DV,242,7973,123
7019,3672,2/18/2020,65,US,TX SAN ANTONIO,78220,US,WI MILWAUKEE,53233,FB,4718,4419,1276
7020,1492,7/6/2020,81,MX,NL CIENEGA DE FLORES,65550,MX,NL CIENEGA DE FLORES,65550,DV,19679,0,0
7021,A4470,1/15/2020,20,MX,NUEVO LAREDO,88060,MX,CIENEGA DE FLORES,65550,DV,0,0,0
7022,143672,5/15/2020,73,US,TX SAN ANTONIO,78220,US,TX CORPUS CHRISTI,78469,FB,657,5173,145
7023,2034469,1/14/2020,54,US,VA WYTHEVILLE,24382,US,TX LAREDO,78045,DV,2695,16200,1450
7024,1891,2/14/2020,17,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,65,1,17
7025,23138,9/7/2020,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,DV,83,0,14
7026,CF387,3/19/2020,1,MX,DURANGO,34000,MX,APODACA,66600,FB,0,0,0
7027,CF390,3/27/2020,1,MX,TM NUEVO LAREDO,88290,MX,NL CIENEGA DE FLORES,65550,DV,499,4999,123
