Record ID,Shipment ID,Shipdate,Vendor ID,O_COUNTRY,ORIG,ORIG_ZIP,D_COUNTRY,DEST,DEST_ZIP,Equipment Type,Cost,Weight,Mileage
1,EXP7043,2/22/2020,1,MX,DG DURANGO,34000,MX,TM NUEVO LAREDO,88060,FB,1528,14500,496
2,EXP7044,2/22/2020,1,MX,DG DURANGO,34000,MX,TM NUEVO LAREDO,88060,SD,2112,67450,496
3,EXP7047,2/24/2020,1,MX,DG DURANGO,34000,MX,TM NUEVO LAREDO,88060,FB,1506,37450,496
4,EXP7048,2/8/2020,1,MX,DG DURANGO,34000,MX,TM NUEVO LAREDO,88060,DV,2113,22950,496
5,OUT19627,1/5/2020,2,MX,DG DURANGO,34000,US,TX LAREDO,78045,FB,196,0,508
6,OUT19629,1/6/2020,2,MX,DG DURANGO,34000,US,TX LAREDO,78045,FB,98,0,508
7,OUT19646,1/8/2020,2,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,777,13132,164
8,EXP7042,2/21/2020,1,MX,DURANGO,34000,MX,NUEVO LAREDO,88060,FB,0,0,0
9,EXP7050,2/17/2020,1,MX,DG DURANGO,34000,MX,TM NUEVO LAREDO,88060,DV,2112,39700,496
10,OUT19630,1/6/2020,2,MX,DG DURANGO,34000,US,TX LAREDO,78045,FB,98,0,508
11,OUT19643,1/7/2020,2,MX,DG DURANGO,34000,US,TX LAREDO,78045,FB,534,35620,508
12,EXP7043,2/22/2020,1,MX,DURANGO,34000,MX,NUEVO LAREDO,88060,FB,0,0,0
13,EXP7046,2/23/2020,1,MX,DG DURANGO,34000,MX,TM NUEVO LAREDO,88060,SD,2112,32450,496
14,EXP7047,2/24/2020,1,MX,DURANGO,34000,MX,NUEVO LAREDO,88060,FB,0,0,0
15,21722,11/4/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,11937,164
16,21728,11/4/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,12519,164
17,21777,11/11/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,8078,164
18,21800,11/18/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,17303,164
19,21826,11/9/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
20,21852,11/26/2019,3,US,TX LAREDO,78040,US,IL ADDISON,60101,FB,4036,13481,1355
21,21862,11/20/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
22,ILSC5412,1/30/2020,4,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,96,1,17
23,21720,11/4/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,16634,164
24,21770,11/11/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,8977,164
25,21790,11/1/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
26,21821,11/7/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
27,21831,11/4/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
28,21839,11/25/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,12044,164
29,21841,11/25/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,9074,164
30,21856,11/15/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
31,21860,11/20/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
32,4234909,1/20/2020,5,US,TX LAREDO,78040,US,OH AKRON,44310,FB,3406,13404,1604
33,21725,11/4/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,10344,164
34,21726,11/4/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,16643,164
35,21772,11/11/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,13878,164
36,21776,11/12/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,29096,164
37,21863,11/9/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,DV,196,0,14
38,ILSC5411,1/30/2020,4,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,96,1,17
39,ILSC5414,1/31/2020,4,MX,NL GUADALUPE,67100,MX,NL APODACA,66600,DV,93,1,202
40,21732,11/4/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,8591,164
41,21789,11/1/2019,3,US,TX LAREDO,78045,MX,TM NUEVO LAREDO,88000,DV,196,0,14
42,2184721,11/14/2019,6,US,TX SAN ANTONIO,78263,US,SC CHARLESTON,29405,DV,3979,2600,1295
43,22678,5/27/2020,3,US,TX SAN ANTONIO,78220,US,TX LAREDO,78045,DV,856,1,159
44,OUT19631,1/5/2020,2,US,TX LAREDO,78045,US,TX SAN ANTONIO,78220,FB,620,37450,159
45,12233,5/12/2020,7,US,TX SAN ANTONIO,78220,US,DE WILMINGTON,19803,FB,2852,1,1709
46,11892,12/5/2019,7,US,TX SAN ANTONIO,78220,US,MD FORT DETRICK,21702,FB,3347,1798,1584
47,209609,11/11/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,0,5576,0
48,209609,11/11/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,0,5421,0
49,209824,11/11/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,0,7351,0
50,210127,11/15/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,0,5357,0
51,21771,11/5/2019,3,US,TX SAN ANTONIO,78220,US,TX LAREDO,78045,FB,878,1,159
52,12241,5/21/2020,7,US,TX SAN ANTONIO,78220,US,PA NEW FREEDOM,17349,SD,3339,1,1640
53,12258,5/21/2020,7,US,TX SAN ANTONIO,78220,US,DE WILMINGTON,19805,FB,3171,720,1706
54,21733,11/4/2019,3,US,TX LAREDO,78040,US,TX IRVING,75061,FB,1846,17668,444
55,21791,11/2/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
56,21819,11/18/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,19689,164
57,405902,1/21/2020,9,US,KY HOPKINSVILLE,42240,US,TX LAREDO,78045,DV,1918,19000,1126
58,ILSC5416,1/31/2020,4,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,96,1,17
59,ILSC5418,1/31/2020,4,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,96,1,17
60,4231720,1/16/2020,5,US,TX LAREDO,78040,CA,ON TORONTO,M5A3S1,FB,7197,6539,1849
61,72485,4/30/2020,10,MX,APODACA,66600,MX,NUEVO LAREDO,88284,FB,0,0,0
62,21792,11/2/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
63,21845,11/26/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78249,FB,878,9572,164
64,ILSC5408,1/30/2020,4,MX,NL SANTA CATARINA,66350,MX,NL APODACA,66600,DV,99,1,22
65,ILSC5415,1/31/2020,4,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,96,1,17
66,412755,5/15/2020,9,US,KY HOPKINSVILLE,42240,US,TX LAREDO,78045,DV,1819,4000,1126
67,21814,11/10/2019,3,US,TX LAREDO,78045,US,MD BALTIMORE,21237,DV,5363,4186,1800
68,21809,11/18/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,14208,164
69,21832,11/5/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
70,21840,11/25/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,17326,164
71,21859,11/19/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
72,ILSC5417,1/31/2020,4,MX,TM REYNOSA,88780,MX,NL APODACA,66600,DV,330,1,131
73,2736,11/26/2019,11,MX,CI CIUDAD JUAREZ,32648,US,TX EL PASO,79936,DV,1137,0,16
74,406156,1/27/2020,9,US,KY HOPKINSVILLE,42240,US,TX LAREDO,78045,DV,1917,11000,1126
75,72487,4/30/2020,10,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88284,FB,372,1,131
76,4127B,1/29/2020,12,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88060,FB,492,10902,131
77,4127B,1/29/2020,12,MX,APODACA,66600,MX,NUEVO LAREDO,88060,FB,0,0,0
78,72490,4/29/2020,10,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88284,FB,372,1,131
79,3221570,11/4/2019,13,US,TX LAREDO,78040,US,OH CELVELAND,44128,FB,3228,13973,1619
80,3224291,11/25/2019,13,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,860,16761,164
81,3221834,11/11/2019,13,US,TX LAREDO,78040,US,VA WILLIAMSBURG,23185,FB,4528,17582,1720
82,3222100,11/5/2019,13,US,TX LAREDO,78040,US,OH BROADVIEW HEIGHTS,44147,FB,3208,27756,1609
83,21762,11/11/2019,3,US,TX LAREDO,78040,US,TX EDINBURG,78541,FB,876,6947,159
84,21788,11/1/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
85,21794,11/4/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
86,21812,11/18/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,3979,164
87,21825,11/8/2019,3,US,TX LAREDO,78045,MX,TM NUEVO LAREDO,88000,FB,392,0,14
88,ILSC5404,1/30/2020,4,MX,NL GUADALUPE,67170,MX,NL APODACA,66600,DV,93,1,202
89,ILSC5413,1/31/2020,4,MX,DF COLTONGO,2630,MX,NL APODACA,66600,DV,90,309,585
90,3222099,11/6/2019,13,US,TX LAREDO,78040,US,OH BROADVIEW HEIGHTS,44147,FB,3208,27756,1609
91,3224290,11/25/2019,13,US,TX LAREDO,78040,US,TN HENDERSONVILLE,37075,FB,2583,25708,1111
92,72486,4/30/2020,10,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88284,FB,372,1,131
93,21779,11/12/2019,3,US,TX LAREDO,78040,US,MS HATTIESBURG,39401,FB,2353,5437,790
94,21796,11/5/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
95,21827,11/9/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
96,21828,11/11/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
97,21834,11/25/2019,3,US,TX LAREDO,78040,US,TX HOUSTON,77092,FB,1097,15194,352
98,21855,11/14/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,FB,255,0,14
99,ILSC5405,1/30/2020,4,MX,TM REYNOSA,88780,MX,NL APODACA,66600,DV,330,1,131
100,72490,4/29/2020,10,MX,APODACA,66600,MX,NUEVO LAREDO,88284,FB,0,0,0
101,3965B,11/15/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,FB,489,16418,64
102,3970B,11/21/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,FB,489,7779,64
103,3976B,11/21/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,FB,489,5440,64
104,3977B,11/21/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,FB,489,11669,64
105,3987B,11/28/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,FB,489,25915,64
106,402397,11/18/2019,9,US,KY HOPKINSVILLE,42240,US,TX LAREDO,78045,DV,1998,4901,1126
107,3222065,11/5/2019,13,US,TX LAREDO,78040,US,NC CHARLOTTE,28269,FB,2720,18955,1399
108,3224187,11/27/2019,13,US,TX LAREDO,78040,US,TX IRVING,75061,FB,1672,15341,444
109,3224288,11/29/2019,13,US,TX LAREDO,78040,US,TN HENDERSONVILLE,37075,FB,2583,25708,1111
110,72485,4/30/2020,10,MX,NL APODACA,66600,MX,TM NUEVO LAREDO,88284,FB,372,1,131
111,3224364,11/26/2019,13,US,TX LAREDO,78040,US,FL MIAMI,33012,FB,3577,30988,1539
112,3224669,11/21/2019,13,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,860,16753,164
113,3221554,11/5/2019,13,US,TX LAREDO,78040,US,OH CELVELAND,44128,FB,3228,13516,1619
114,3971B,11/15/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,FB,489,7504,64
115,3974B,11/20/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,FB,489,23942,64
116,3985B,11/28/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,FB,489,25915,64
117,401763,11/11/2019,9,US,KY HOPKINSVILLE,42240,US,TX LAREDO,78045,DV,1995,20000,1126
118,3960B,11/7/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,FB,489,19693,64
119,21769,11/11/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,20152,164
120,21797,11/5/2019,3,US,TX LAREDO,78045,MX,TM NUEVO LAREDO,88000,DV,83,0,14
121,7244,1/6/2020,14,US,CA LONG BEACH,90810,US,CA LONG BEACH,90810,DV,12948,0,102
122,7244,1/6/2020,14,US,CA LONG BEACH,90810,US,CA LONG BEACH,90810,DV,0,0,0
123,ILSC5525,1/3/2020,4,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,184,1,17
124,ILSC5527,1/5/2020,4,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,184,1,17
125,ILSC5529,1/7/2020,4,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,184,1,17
126,21765,11/11/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,DV,876,24451,164
127,21793,11/3/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,DV,196,0,14
128,21795,11/4/2019,3,US,TX LARDO,78045,MX,TM NUEVO LAREDO,88000,DV,83,0,14
129,7259,12/12/2019,14,US,CA LONG BEACH,90810,US,CA LONG BEACH,90810,DV,9417,0,16
130,12260,5/29/2020,7,US,TX SAN ANTONIO,78220,US,RI CRANSTON,2921,FB,3706,3676,1994
131,2072700,9/1/2020,15,US,TX SAN ANTONIO,78220,US,GA TOWNSEND,31331,FB,2189,7151,1151
132,3986B,11/28/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,FB,489,15188,64
133,3996B,11/30/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,FB,459,4238,64
134,3954B,11/4/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,FB,489,18035,64
135,3962B,11/14/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,FB,489,9076,64
136,3973B,11/15/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,FB,489,9574,64
137,4213988,11/15/2019,5,US,TX LAREDO,78040,US,CA ORANGE,92867,FB,4257,9830,1487
138,A3417,4/14/2020,16,MX,NL APODACA,66600,MX,CU RAMOS ARIZPE,25900,DV,159,1,59
139,3957B,11/6/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,DV,350,4187,64
140,3967B,11/11/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,FB,489,22352,64
141,3993B,11/29/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,FB,489,3826,64
142,401527,11/7/2019,9,US,KY HOPKINSVILLE,42240,US,TX LAREDO,78045,DV,1982,7120,1126
143,4212474,11/11/2019,5,US,TX LAREDO,78040,US,TX FORT WORTH,76119,FB,1765,5172,430
144,72487,4/30/2020,10,MX,APODACA,66600,MX,NUEVO LAREDO,88284,FB,0,0,0
145,2521,4/29/2020,17,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,49,1,17
146,21806,11/18/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,DV,876,16924,164
147,21833,11/25/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,DV,876,12438,164
148,21838,11/25/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,DV,876,29621,164
149,21854,11/13/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,DV,83,0,14
150,21861,11/20/2019,3,US,TX LAREDO,78045,MX,TM NUEVO LAREDO,88000,DV,83,0,14
151,7244,1/6/2020,14,US,CA LONG BEACH,90810,US,CA LONG BEACH,90810,DV,0,0,0
152,12212,5/12/2020,7,US,TX SAN ANTONIO,78220,US,VA DAMASCUS,24236,SD,2143,12125,1251
153,12215,5/1/2020,7,US,TX SAN ANTONIO,78220,US,MA NEEDHAM,2494,SD,2778,10346,2024
154,21731,11/4/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,13668,164
155,21768,11/11/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,878,10076,164
156,21858,11/16/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,DV,83,0,14
157,7244,1/6/2020,14,US,CA LONG BEACH,90810,US,CA LONG BEACH,90810,DV,0,0,0
158,ILSC5526,1/4/2020,4,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,184,1,17
159,ILSC5530,1/8/2020,4,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,184,1,17
160,7259,12/12/2019,14,US,CA LONG BEACH,90810,US,CA LONG BEACH,90810,DV,0,0,0
161,7259,12/12/2019,14,US,CA LONG BEACH,90810,US,CA LONG BEACH,90810,DV,0,0,0
162,2612,4/23/2020,17,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,50,1,17
163,3966B,11/15/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,DV,269,29626,64
164,CF371,2/7/2020,1,MX,DURANGO,34000,MX,APODACA,66600,DV,0,0,0
165,21805,11/18/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,DV,876,18967,164
166,21823,11/8/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,DV,196,0,14
167,ILSC5410,1/30/2020,4,MX,TM MATAMOROS,87494,MX,NL CIENEGA DE FLORES,65550,DV,855,1,204
168,12213,5/12/2020,7,US,TX SAN ANTONIO,78220,US,OH DEFIANCE,43512,SD,2293,2035,1340
169,12234,5/27/2020,7,US,TX SAN ANTONIO,78220,US,MA WEST YARMOUTH,2673,FB,3747,4430,2071
170,7283,12/11/2019,14,US,CA LONG BEACH,90810,US,CA LONG BEACH,90810,DV,0,0,0
171,EXP7048,2/8/2020,1,MX,DURANGO,34000,MX,NUEVO LAREDO,88060,DV,0,0,0
172,EXP7042,2/21/2020,1,MX,DG DURANGO,34000,MX,TM NUEVO LAREDO,88060,FB,1494,33900,495
173,EXP7045,2/23/2020,1,MX,DURANGO,34000,MX,APODACA,66600,FB,0,0,0
174,EXP7048,2/8/2020,1,MX,DURANGO,34000,MX,NUEVO LAREDO,88060,DV,0,0,0
175,OUT19628,1/6/2020,2,MX,DG DURANGO,34000,US,TX LAREDO,78045,FB,98,0,508
176,OUT19640,1/2/2020,2,MX,DG DURANGO,34000,US,TX LAREDO,78045,FB,98,0,508
177,OUT19641,1/7/2020,2,MX,DG DURANGO,34000,US,TX LAREDO,78045,FB,98,0,508
178,OUT19642,1/8/2020,2,MX,DG DURANGO,34000,US,TX LAREDO,78045,FB,98,0,508
179,OUT19644,1/6/2020,2,US,TX LAREDO,78045,US,PA WAYNESBORO,17268,FB,4301,23182,2263
180,EXP7051,2/17/2020,1,MX,DURANGO,34000,MX,NUEVO LAREDO,88060,FB,0,0,0
181,EXP7041,2/12/2020,1,MX,DURANGO,34000,MX,NUEVO LAREDO,88060,FB,0,0,0
182,EXP7045,2/23/2020,1,MX,DG DURANGO,34000,MX,NL APODACA,66600,FB,998,1,377
183,EXP7046,2/23/2020,1,MX,DURANGO,34000,MX,NUEVO LAREDO,88060,SD,0,0,0
184,OUT19632,1/5/2020,2,US,TX LAREDO,78045,US,TX SAN ANTONIO,78220,FB,620,29900,159
185,2611,4/21/2020,17,MX,NL CIENEGA DE FLORES,65550,MX,NL APODACA,66600,DV,50,1,17
186,CF370,2/5/2020,1,MX,DURANGO,34000,MX,APODACA,66600,DV,0,0,0
187,21824,11/8/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,DV,83,0,14
188,21842,11/25/2019,3,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,DV,876,14813,164
189,21857,11/15/2019,3,MX,TM NUEVO LAREDO,88000,US,TX LAREDO,78045,DV,83,0,14
190,12261,5/28/2020,7,US,TX SAN ANTONIO,78220,US,VA WOODBRIDGE,22191,SD,2815,3806,1588
191,7283,12/11/2019,14,US,CA LONG BEACH,90810,US,CA LONG BEACH,90810,DV,3049,0,16
192,7283,12/11/2019,14,US,CA LONG BEACH,90810,US,CA LONG BEACH,90810,DV,0,0,0
193,CF370,2/5/2020,1,MX,DG DURANGO,34000,MX,NL APODACA,66600,DV,445,1,378
194,CF371,2/7/2020,1,MX,DG DURANGO,34000,MX,NL APODACA,66600,DV,455,1,378
195,CF372,2/10/2020,1,MX,DG DURANGO,34000,MX,NL APODACA,66600,DV,463,1,378
196,CF373,2/12/2020,1,MX,DG DURANGO,34000,MX,NL APODACA,66600,DV,463,1,378
197,BR186824,2/26/2020,18,US,TX SAN ANTONIO,78220,US,IL SPRINGFIELD,62711,FB,1860,5173,1001
198,2072340,9/1/2020,15,US,TX SAN ANTONIO,78220,US,VT WILLISTON,5495,DD,8146,44451,2031
199,2074760,9/3/2020,15,US,TX SAN ANTONIO,78220,US,FL BRADENTON,34209,DD,3773,25891,1211
200,210464,11/21/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,708,5350,204
201,210464,11/21/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,0,10417,0
202,OUT19645,1/5/2020,2,US,TX LAREDO,78045,US,TX SAN ANTONIO,78220,FB,620,29900,159
203,2072338,9/1/2020,15,US,TX SAN ANTONIO,78220,US,FL CAPE CORAL,33914,DV,3773,28510,1295
204,2072347,9/1/2020,15,US,TX SAN ANTONIO,78220,US,GA ROME,30165,SD,4386,22170,974
205,209824,11/11/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,722,5361,204
206,21829,11/12/2019,3,US,TX LAREDO,78045,MX,TM NUEVO LAREDO,88000,DV,83,0,14
207,21830,11/13/2019,3,US,TX LAREDO,78045,MX,TM NUEVO LAREDO,88000,DV,83,0,14
208,209609,11/11/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,0,25709,0
209,210127,11/15/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,0,3488,0
210,21822,11/7/2019,3,US,TX LAREDO,78045,MX,TM NUEVO LAREDO,88000,FB,255,0,14
211,3956B,11/7/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,DV,269,24456,64
212,CF379,2/24/2020,1,MX,DG DURANGO,34000,MX,NL APODACA,66600,DV,463,1,378
213,CF381,2/28/2020,1,MX,DG DURANGO,34000,MX,NL APODACA,66600,DV,463,1,378
214,78936,11/6/2019,19,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,DV,1421,4430,164
215,3955B,11/7/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,DV,269,20154,64
216,CF365,2/7/2020,1,MX,TM NUEVO LAREDO,88000,MX,NL CIENEGA DE FLORES,65550,DV,500,8000,123
217,CF372,2/10/2020,1,MX,DURANGO,34000,MX,APODACA,66600,DV,0,0,0
218,CF378,2/24/2020,1,MX,TM NUEVO LAREDO,88000,MX,NL CIENEGA DE FLORES,65550,DV,500,1,123
219,CF380,2/26/2020,1,MX,TM NUEVO LAREDO,88000,MX,NL CIENEGA DE FLORES,65550,DV,500,1,123
220,3988B,11/29/2019,12,MX,NL SAN PEDRO,66269,MX,TM NUEVO LAREDO,88060,DV,270,22901,64
221,A4753,4/21/2020,20,MX,NUEVO LAREDO,88060,MX,CIENEGA DE FLORES,65550,DV,0,0,0
222,A4728,4/15/2020,20,MX,NUEVO LAREDO,88060,MX,CIENEGA D FLORES,65550,DV,0,0,0
223,A4769,4/23/2020,20,MX,TM NUEVO LAREDO,88060,MX,NL CIENEGA DE FLORES,65550,DV,256,3883,123
224,OUT19633,1/5/2020,2,US,TX LAREDO,78045,US,TX SAN ANTONIO,78220,FB,693,317,159
225,12259,5/20/2020,7,US,TX SAN ANTONIO,78220,US,MD CAPITOL HEIGHTS,20743,FB,2830,580,1604
226,209609,11/11/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,0,1884,0
227,210127,11/15/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,0,31801,0
228,210127,11/15/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,0,3675,0
229,210213,11/25/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,708,7408,204
230,210213,11/25/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,0,2475,0
231,21820,11/7/2019,3,US,TX LAREDO,78045,MX,TM NUEVO LAREDO,88000,DV,83,0,14
232,11895,12/12/2019,7,US,TX SAN ANTONIO,78220,US,PA NEW FREEDOM,17349,SD,3645,1,1640
233,209609,11/11/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,721,7884,204
234,210127,11/15/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,0,1885,0
235,209433,11/4/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,721,43920,204
236,209609,11/11/2019,8,US,TX HOUSTON,77032,US,TX SAN ANTONIO,78220,DV,0,2475,0
237,OUT19647,1/8/2020,2,US,TX LAREDO,78040,US,TX SAN ANTONIO,78220,FB,641,25731,164
238,EXP7049,2/9/2020,1,MX,DURANGO,34000,MX,NUEVO LAREDO,88060,DV,0,0,0
239,EXP7053,2/23/2020,1,MX,DG DURANGO,34000,MX,NL APODACA,66600,FB,998,1,377
240,EXP7050,2/17/2020,1,MX,DURANGO,34000,MX,NUEVO LAREDO,88060,DV,0,0,0
241,EXP7052,2/22/2020,1,MX,DG DURANGO,34000,MX,TM NUEVO LAREDO,88060,FB,1506,30450,496
242,EXP7052,2/22/2020,1,MX,DURANGO,34000,MX,NUEVO LAREDO,88060,FB,0,0,0
243,EXP7050,2/17/2020,1,MX,DURANGO,34000,MX,NUEVO LAREDO,88060,DV,0,0,0
244,EXP7053,2/23/2020,1,MX,DURANGO,34000,MX,APODACA,66600,FB,0,0,0
245,EXP7044,2/22/2020,1,MX,DURANGO,34000,MX,NUEVO LAREDO,88060,SD,0,0,0
246,EXP7049,2/9/2020,1,MX,DURANGO,34000,MX,NUEVO LAREDO,88060,DV,0,0,0
247,EXP7049,2/9/2020,1,MX,DG DURANGO,34000,MX,TM NUEVO LAREDO,88060,DV,2113,45900,496
